Diarienummer;Sîkbegrepp
M-1989-789;PRéSTGèRDEN 1:5 I HABLINGBO
M-1989-790;HAGEBY 1:62 1:21 ETELHEM
M-1989-791;KAUPARVE 1:49 GRôTLINGBO
M-1989-792;VIDRINGE 4:1 BURS
M-1989-793;SOLBJERGE L:A 1:15 FRôJEL
M-1989-794;HAU 1:33 FLERINGE
M-1989-795;HéGDARVE 1:29 DEL AV NéR
M-1989-796;BéCKS 1:23 AKEBéCK
M-1989-797;BèTARE 6:38 GOTHEM
M-1989-798;PETSARVE 1:30 SJONHEM
M-1989-799;NYGRANNE 1:13 LUMMELUNDA
M-1989-800;SNéCKERS 1:84 HANGVAR
M-1989-801;BUSARVE 1:24 ROMA
M-1989-802;SALMUNDS 3:1 HAMRA
M-1989-803;NYGRANNE 1:9 LUMMELUNDA
M-1989-804;RINGVIDE 1:20 VéSKINDE
M-1989-807;BOCKARVE 1:17 M FL LEVIDE
M-1989-810;S:T MICKAEL 18 VISBY
M-1989-812;S:T HANS KONDITORI VISBY
M-1989-816;SOJDEBY ST 2:4 FOLE
M-1989-817;ISOME 1:61 VéTE
M-1989-819;MULLVADS 1:9 HEMSE
M-1989-820;BJôRKSARVE 1:14 BJôRKE
M-1989-821;IRE 1:97 HANGVAR
M-1989-822;SUDERGARDA 1:6 FèRô
M-1989-823;KLINTE 1:67 GAMMELGARN
M-1989-824;FRIGGARS 5:1 BOGE
M-1989-825;PRéSTGèRDEN 1:3 BURS
M-1989-826;SALMANS 1:25 BURS
M-1989-828;VASSMUNDS 1:30 ôSTERGARN
M-1989-829;HAMMARS ST 1:32 LéRBRO
M-1989-830;KLINTE 1:45 GAMMELGARN
M-1989-831;VINOR 1:34 FèRô
M-1989-832;MATTSARVE 1:66 GAMMELGARN
M-1989-834;VéGUME ST 1:50 LéRBRO
M-1989-838;LEJPSTéDE 1:2 NORRLANDA
M-1989-839;INGVARDS 1:41 TRéKUMLA
M-1989-841;KISSLINGS 1:2 (DEL AV) FOLE
M-1989-842;TYSTEBOLS 1:31 STENKYRKA
M-1989-843;STENGèRDE 1:17 (LOTTEN BA=R)
M-1989-849;UGGèRDS 1:11 EKSTA
M-1989-850;PRéSTGèRDEN 1:3 BURS
M-1989-851;NYGèRDS 1:201 VéSTERHEJDE
M-1989-856;RONNARVE 1:38 + RONNARVE 1:45
M-1989-857;VARBOS LILLA 1:49 SANDA
M-1989-858;HANES STORA 2:2 ENDRE
M-1989-859;BROA 1:65 1:67 FèRô
M-1989-860;HANES STORA 2:2 ENDRE
M-1989-861;KUSE 1:74 VéSTERHEJDE
M-1989-862;KUSE 1:76 VéSTERHEJDE
M-1989-864;SIGVARDS 1:66 (DEL AV) EKSLEHE
M-1989-867;BURGE 1:23 LEVIDE
M-1989-869;KéNNUNGS 1:42 HELLVI
M-1989-870;KLINTE 1:70 GAMMELGARN
M-1989-871;AUGSTENS 1:4 VAMLINGBO
M-1989-872;NYGèRDS 1:226 VéSTERHEJDE
M-1989-874;GèSEMORA L:A 1:11. FèRô
M-1989-875;ALVANS 1:25 RUTE
M-1989-877;MEDEBYS 1:6 HEJDE
M-1989-878;SMISS 3:1 LYE
M-1989-879;REMBS 1:6 VAMLINGBO
M-1989-880;KLINTE 1:27 GAMMELGARN
M-1989-881;TYSTEBOLS 1:31 STENKYRKA
M-1989-882;HALNER 1:16 BRO
M-1989-883;NORRBYS 1:38 FOLLINGBO
M-1989-884;KLINTE 1:27 GAMMELGARN
M-1989-885;RINGVIDE 1:55 STENKYRKA
M-1989-886;AMMUNDE 1:3 BURS
M-1989-887;ROMMUNDS 1:25 GAMMELGARN
M-1989-888;GRAUSNE 1:1 LOKRUME
M-1989-889;OCKES 1:8 BURGSVIK
M-1989-893;NORS 1:52 VéSKINDE
M-1989-894;SLéNGS 1:22 LéRBRO
M-1989-898;GUFFRIDE 1:23 ALSKOG
M-1989-899;LAUTERS 1:106 FèRô
M-1989-900;STUCKS 4:1 D A BUNGE
M-1989-901;MALMS 2:1 D A HELLVI
M-1989-902;HEMMOR 1:26 D A NéR
M-1989-903;FRIGGES 1:6 1:23 NéR
M-1989-904;NYGèRDS 1:273 VéSTERHEJDE
M-1989-905;DéMBA 1:24 D A FèRô
M-1989-906;AMMOR 1:26 VéSTERGARN
M-1989-907;AMMOR 1:49 VéSTERGARN
M-1989-908;AMMOR 1:51 VéSTERGARN
M-1989-909;LEKARVE 1:74 SANDA AMMOR 1:4
M-1989-910;AMMOR 5:7 VéSTERGARN
M-1989-911;LAURITSE 1:12 VéSTERGARN
M-1989-912;LEKARVE 1:41 SANDA
M-1989-913;LEKARVE 1:65 SANDA
M-1989-914;LEKARVE 1:94 SANDA
M-1989-915;MAFRIDS ST 1:69 VéSTERGARN
M-1989-916;MAFRIDS ST 1:84 VéSTERGARN
M-1989-918;MAFRIDS ST 1:89 VéSTERGARN
M-1989-919;MAFRIDS ST 1:94 VéSTERGARN
M-1989-920;AMMOR 1:53 VéSTERGARN
M-1989-922;MAFRIDS ST 1:105 VéSTERGARN
M-1989-923;MAFRIDS L:A 2:1 VéSTERGARN
M-1989-924;MAFRIDS ST 1:96 VéSTERGARN
M-1989-925;MAFRIDS ST 1:74 VéSTERGARN
M-1989-926;MAFRIDS ST 1:103 VéSTERGARN
M-1989-927;STELOR 1:10 VéSTERGARN
M-1989-928;STELOR 1:20 VéSTERGARN
M-1989-929;STELOR 1:27 VéSTERGARN
M-1989-930;ôVIDE 1:2 VéSTERGARN
M-1989-931;ôNINGE 1:8 VéSTERGARN
M-1989-932;ôNINGE 1:12 VéSTERGARN
M-1989-942;NéRS 1:237 OTHEM
M-1989-943;AUDUNGS 1:15 BUNGE
M-1989-944;STENSTUGU 1:23 STèNGA
M-1989-945;STENSTUGU 3:1 ANGA
M-1989-946;DIBJERS 1:14 HôRSNE
M-1989-947;HEMMUNGS 1:14 SANDA
M-1989-948;YTLINGS 1:34 OTHEM
M-1989-949;OTHEMARS 1:58 OTHEM
M-1989-950;IRE 1:81 HANGVAR
M-1989-952;ANDERSE 1:29 FIDE
M-1989-953;ANDERSE 1:30 FIDE
M-1989-954;ANDERSE 1:31 FIDE
M-1989-955;ANDERSE 1:32 FIDE
M-1989-956;ANDERSE 1:33 FIDE
M-1989-957;ANDERSE 1:34 FIDE
M-1989-958;ANDERSE 1:35 FIDE
M-1989-959;KVINNEGèRDA 1:29 HAVDHEM
M-1989-960;REMBS 1:28 O REMBS 1:29 VAMIN
M-1989-961;BOSARVE 3:1 NéR
M-1989-962;SKéGGS 2:1 VéSKINDE
M-1989-965;BURGE 1:18 LUMMELUNDA
M-1989-966;BENDES 1:44 ANGA
M-1989-967;KLINTE 1:59 GAMMELGARN
M-1989-970;HALLUTE 1:29 NéR
M-1989-971;SALMUNDS 3:1 HAMRA
M-1989-973;TYRVALDS 1:57 KLINTE
M-1989-974;BJéRGES 1:16 LAU
M-1989-975;FRIGGARS 1:14 FèRô
M-1989-976;GRAUSNE 1:62 STENKYRKA
M-1989-977;STENSTUGU 1:7 BRO
M-1989-981;LERA 1:30 OCH 1:29 ENDRE
M-1989-982;NYGèRDS 1:318 VéSTERHEJDE
M-1989-983;MEDEBYS 1:63 MARTEBO
M-1989-986;KLINTE 1:45 GAMMELGARN
M-1989-987;GôSTAV 1:19 FRôJEL
M-1989-988;KLINTE 1:40 - 1:42 GAMMELGARN
M-1989-989;VASTéDE 1:15 HABLINGBO
M-1989-990;BOBBENARVE 1:13 ôJA
M-1989-991;LILLA HOBURGA 1:22 FèRô
M-1989-992;STENSTUGU 2:1 VAMLINGBO
M-1989-993;GARTARVE 4:1 GAMMELGARN
M-1989-994;ôDE-HOBURGA 1:55 FèRô
M-1989-997;KAKUSE 1:3 VéTE
M-1989-998;VESTERS 1:50 BOGE
M-1989-1001;SUDERGèRDE 3:1 HELLVI
M-1989-1003;KRONHOLMEN 1:2 VéSTERGARN
M-1989-1004;LANSA 1:28 FèRô
M-1989-1005;VéLLER ST 1:34 ROMA
M-1989-1006;BURGE 1:107 LUMMELUNDA
M-1989-1007;BJERGES 1:26 EKSTA
M-1989-1008;ALSTéDE 1:39 FRôJEL
M-1989-1009;NYGèRDS 1:92 VéSTERHEJDE
M-1989-1011;KUMBLE 2:6 GANTHEM
M-1989-1012;BOTVALDE 1:27 GOTHEM
M-1989-1013;KROKS 1:197-1:205 TOFTA
M-1989-1014;BèTARE 6:5 GOTHEM
M-1989-1015;KROKSTéDE 1:245 TOFTA
M-1989-1016;ANDERSE 1:10 FIDE
M-1989-1019;NYGèRDS 1:61 VéSTERHEJDE
M-1989-1020;MAFRIDS ST 1:87 VéSTERGARN
M-1989-1021;GRAUSNE 1:104 1:105 1:55 ST
M-1989-1022;GèSEMORA L:A 1:9 FèRô
M-1989-1023;KUSE 1:76 VéSTERHEJDE
M-1989-1024;KROKSTéDE 2:18 O 2:19 TOFTA
M-1989-1029;HALLUTE 1:29 I NéR
M-1989-1033;NYGèRDS 1:99 ARDRE
M-1989-1034;TéNGLINGS 3:1 ETELHEM
M-1989-1035;PUTTERSJAUS 1:30 RUTE
M-1989-1036;BèTARE 6:6 GOTHEM
M-1989-1037;BURGE 1:98 LUMMELUNDA
M-1989-1038;AUSTERS 1:42 FèRô
M-1989-1039;GAJRVIDE ST 3:14 GOTHEM
M-1989-1040;GARDRUNGS 1:49 STENKUMLA
M-1989-1041;MATTSARVE 1:23 GAMMELGARN
M-1989-1042;KLINTE 4:1 FOLLINGBO
M-1989-1045;GARDRUNGS 1:42 DEL AV STENKUM
M-1989-1050;BèTARE 6:43 GOTHEM
M-1989-1051;DEL AV DéMBA 1:24 FèRô
M-1989-1052;STENSTUGO 1:23 STèNGA
M-1989-1053;ROMMUNDS 1:25 GAMMELGARN
M-1989-1054;SIGRAJVS 1:1 VéSTERHEJDE
M-1989-1055;FARDUME 1:26 VALLEVIKEN
M-1989-1056;LINGSARVE 1:15 NéS
M-1989-1057;TJéNGDARVE 1:80 TRéKUMLA
M-1989-1059;S:TA MARIA 12 O 13 VISBY
M-1989-1060;KATTHAMMARSVIK 2:2 KATTHAMMAR
M-1989-1062;OLOVS 1:21 ôJA
M-1989-1063;SALANDS 1:20 I LINDE
M-1989-1068;UPPGARDE 1:24 VALLSTENA
M-1989-1069;VéSTLANDS 1:49 VAMLINGBO
M-1989-1070;UPPGARDE 1:24 VALLSTENA
M-1989-1071;LEVIDE 1:31 ESKELHEM
M-1989-1073;KAUPARVE 1:49 GRôTLINGBO
M-1989-1074;GAJRVIDE ST 3:17 I GOTHEM
M-1989-1075;TAJNUNGS 3:1 HANGVAR
M-1989-1076;TYRVALDS 1:57 KLINTE
M-1989-1077;ROVIDE 1:2 LOJSTA
M-1989-1079;DéMBA 1:24 MM FèRô
M-1989-1080;BèTARVE 6:5 GOTHEM
M-1989-1081;HAU 1:34 FLERINGE
M-1989-1082;FLENVIKE 1:116 HANGVAR
M-1989-1084;SMISS 3:1 OCH 1:15 LYE
M-1989-1085;LILLRONE 1:7 LYE
M-1989-1086;RANGSARVE 1:31 ALSKOG
M-1989-1087;NORRBYS 1:16 FOLLINGBO
M-1989-1090;HEMSE ANNEX 1:9 HEMSE
M-1989-1091;STRAND 1:147 VISBY
M-1989-1092;UPPGARDE 1:21 VALLSTENA
M-1989-1093;BARSHAGE 1:35 OTHEM
M-1989-1094;OTHEMARS 1:4 OMR D OTHEM
M-1989-1095;OTHEMARS 1:2 OMR A OTHEM
M-1989-1096;SAIGS 1:44 HELLVI
M-1989-1097;TJéLDER 1:53 BOGE
M-1989-1098;RINGVIDE 1:77 STENKYRKA
M-1989-1099;ALVANS 1:5 RUTE
M-1989-1100;RUNNE 1:11 SANDA
M-1989-1101;R NR STENGèRDE 1:17 TOFTA
M-1989-1102;GéLLUNGS 1:29 VéSKINDE
M-1989-1103;ANER 1:15 BOGE
M-1989-1104;ANER 1:5 BOGE
M-1989-1105;HALLVIDE 1:6 EKE
M-1989-1106;HALLVIDE 1:6 EKE
M-1989-1107;STUCKS 4:1 DEL AV BUNGE
M-1989-1108;SANDE 1:43 ôSTERGARN
M-1989-1109;STENGèRDEN 1:16 TOFTA
M-1989-1110;STUX 1:242 BUNGE
M-1989-1111;STUX 1:242 BUNGE
M-1989-1112;LéDARVE 3:3 EKSTA
M-1989-1114;BRéNTINGS 1:3 RUTE
M-1989-1118;FRIGGARS 1:21 SYLVES LIVS
M-1989-1120;NYGèRDS 1:11 1:12 I ARDRE
M-1989-1121;NIXARVE 1:8 I FARDHEM
M-1989-1122;TOMASE 1:35 LOKRUME
M-1989-1123;VIKERS ST 1:94 LéRBRO
M-1989-1128;KRéMPESKOG 1:5 FOLLINGBO
M-1989-1130;VIVLINGS 1:118 HELLVI
M-1989-1131;VIBBLE 1:167 VéSTERHEJDE
M-1989-1132;KLINTE 1:35 FOLLINGBO
M-1989-1133;KROKSTéDE 2:7 vISBY
M-1989-1141;HUNNELUNDS TORP 1:3 VéSTERHEJ
M-1989-1148;RINGVIDE 1:55 TOMT NR 58 STE
M-1989-1149;TALINGS 1:11 RUTE
M-1989-1151;IRE 1:139 HANGVAR
M-1989-1153;BJéRS L:A 4:6 LéRBRO
M-1989-1154;KAUPARVE 2:1 hEJDE
M-1989-1156;BERTELS 1:13 STENKUMLA
M-1989-1158;NYGRANNE 1:29 FIDE
M-1989-1159;BOTVIDE 1:24 SANDA
M-1989-1160;GUFFRIDE 1:22 ALSKOG
M-1989-1161;GUFFRIDE 1:22 ALSKOG
M-1989-1162;FALHAMMARS 1:21 DEL AV ôSTERG
M-1989-1165;MICKELGèRDS ST 1:32 VéSKINDE
M-1989-1166;ALSARVE 3:1 KAUPUNGS 6:1 ARD
M-1989-1168;HALOR 1:95 RONE
M-1989-1169;PRéSTGèRDEN 1:3 HABLINGBO
M-1989-1173;LEKARVE 1:77 SANDA
M-1989-1174;LEKARVE 1:78 SANDA
M-1989-1175;LEKARVE 1:79 SANDA
M-1989-1180;TéNGLINGS 3:1 ETELHEM
M-1989-1181;SALLMUNDS 1:29 TOFTA
M-1989-1185;MALMS 1:27 HELLVI
M-1989-1187;NYGèRDS 1:18 VéSTERHEJDE
M-1989-1188;NYGèRDS 1:205 VéSTERHEJDE
M-1989-1189;VéGUME ST 1:39 LéRBRO
M-1989-1190;TRéSKVéLDER 1:75 TINGSTéDE
M-1989-1191;KVIE 1:40 LOJSTA
M-1989-1192;BôLSKE 1:8 GRôTLINGBO
M-1989-1195;ôSTERBY 1:218 OTHEM
M-1989-1196;LAXARVE 1:43 BOGE
M-1989-1197;GRAUTE 1:17 HEJNUM
M-1989-1202;STG 1632:B VISBY
M-1989-1203;GANNARVE 1:35 HEMSE
M-1989-1205;BURGSVIKSHAMN 1:1 îJA
M-1989-1206;LUNDS 1:45 VéSTERHEJDE
M-1989-1209;MICKELS 1:5 HAMRA
M-1989-1211;DEL AV STUCKS 4:1 BUNGE
M-1989-1212;PRéSTGèRDEN 1:1 îSTERGARN
M-1989-1213;KINNER 1:80 LUMMELUNDA
M-1989-1214;LEVIDE 1:31 ESKELHEM
M-1989-1215;DEL AV GARDRUNGS 1:42 STENKUM
M-1989-1216;STENSTUGU 1:18 VéSTERHEJDE
M-1989-1217;FéTTINGS 1:73 TOFTA
M-1989-1218;SMèGèRDE 1:22 TOFTA
M-1989-1219;KALBJéRGA 1:53 FèRô
M-1989-1220;BèTARE 6:6 GOTHEM
M-1989-1221;SIBBJéNS 1:27 VAMLINGBO
M-1989-1222;BOTVIDE 1:32 (AVST FRèN)
M-1989-1223;BOTVIDE 1:32 SANDA
M-1989-1224;KVIE 1:16 EKEBY
M-1989-1225;HAKUSE 1:13 SANDA
M-1989-1226;TJAULS 1:15 LUMMELUNDA
M-1989-1227;GARDRUNGS 1:42 STENKUMLA
M-1989-1228;RINGVIDE 1:40 STENKYRKA
M-1989-1229;LINGVIDE 1:39 HAVDHEM
M-1989-1230;TELLUNGS 1:11 DEL AV STèNGA
M-1989-1231;TELLUNGS 1:11 DEL AV
M-1989-1232;HAUGSTAJNS 1:22 GAMMELGARN
M-1989-1233;STORA IRE 1:22 HELLVI
M-1989-1234;STORA IRE 1:22 HELLVI
M-1989-1235;MAGNUSE 1:19 LEVIDE
M-1989-1236;MAGNUSE 1:19 LEVIDE
M-1989-1237;RIKVIDE 1:73 SILTE
M-1989-1238;KVIUNGS 1:17 STENKUMLA
M-1989-1239;KVIUNGS 1:17 STENKUMLA
M-1989-1240;NYGèRDS 1:94 VéSTERHEJDE
M-1989-1241;NYGèRDS 1:94 VéSTERHEJDE
M-1989-1242;VISMARéNGE 1:1 HOGRéN
M-1989-1243;BèTARE 6:7 GOTHEM
M-1989-1245;BJôRKSARVE 1:4 BJôRKE
M-1989-1247;DUSS 1:3 BRO
M-1989-1248;SNODER 1:79 SPROGE
M-1989-1249;SALLMUNDS 3:1 HAMRA
M-1989-1253;STORA VARBOS 1:32 SANDA
M-1989-1255;NYSTUGU 1:113 TINGSTéDE
M-1989-1256;STELOR 1:21 VéSTERGARN
M-1989-1257;LEKARVE 1:64 SANDA
M-1989-1258;LEKARVE 1:67 SANDA
M-1989-1259;MICKELS 2:2 SLITE
M-1989-1260;LILLA GASMORA 1:11 FèRô
M-1989-1261;BUTRAJVS 1:23 ARDRE
M-1989-1265;FLENVIKE 7:1 HANGVAR
M-1989-1266;AMMOR 1:19 MéSTERBY
M-1989-1269;EKEBYS 1:37 STENKYRKA
M-1989-1270;KNUTS 1:15 VéSKINDE
M-1989-1274;UNGHANSE 1:37 ESKELHEM
M-1989-1275;MAFRIDS ST 1:98 VéSTERGARN
M-1989-1276;GANDARVE 1:88 VéNGE
M-1989-1277;KROKSTéDE 1:290 TOFTA
M-1989-1278;SALLMUNDS 1:29 TOFTA
M-1989-1279;NORRVANGE 1:93 LéRBRO
M-1989-1280;BURGE 1:106 LUMMELUNDA
M-1989-1281;GRAUSNE 1:68 STENKYRKA
M-1989-1282;NYSTUGU 1:5 FèRô
M-1989-1283;ANNEX 1:5 VéSTERGARN
M-1989-1284;KROKS 1:224 TOFTA
M-1989-1285;STORA MAFRIDS 1:43 DELAV VéS
M-1989-1286;TALINGS 1:15 RUTE
M-1989-1287;RUNNE 1:47 SANDA
M-1989-1289;SUDERGèRDA 1:6 FèRô
M-1989-1293;GANNARVE 1:66 HEMSE
M-1989-1294;KLINTS 1:6 LOJSTA
M-1989-1297;ROMAKLOSTER 1:33 ROMAKLOSTER
M-1989-1299;SUDERBYS 1:8 HEJDEBY
M-1989-1301;VIBBLE 1:313 VéSTERHEJDE
M-1989-1303;VALLE 1:79 KLINTE
M-1989-1304;NIKSARVE 1:30 FARDHEM
M-1989-1305;HALLVIDE 1:18 DALHEM
M-1989-1306;FRIGGARS 1:14 FèRô
M-1989-1307;NéRS 1:352 AVST FRèN SLITE
M-1989-1308;GERVALDS 1:14 HOGRéN
M-1989-1309;AMBOS 1:28 VéTE
M-1989-1311;SUDERGèDS 1:18 STENKYRKA
M-1989-1312;èKRE 1:31 SJONHEM
M-1989-1321;NYGèRDS 1:271 VéSTERHEJDE
M-1989-1322;PRéSTGèRDEN 1:47 HAVDHEM
M-1989-1323;TALINGS 1:11 RUTE
M-1989-1324;GANDARVE 1:3 SPROGE
M-1989-1325;NORRBYS 1:43 FOLLINGBO
M-1989-1326;BOTVIDE 1:62 SANDA
M-1989-1327;BOTVIDE 1:26 SANDA
M-1989-1329;FALHAMMARS 1:21 ôSTERGARN
M-1989-1330;VéSKINDS 2:22 VéSKINDE
M-1989-1332;FALHAMMARS 1:21 DEL AV ôSTERG
M-1989-1333;MALDES 1:33 STèNGA
M-1989-1335;GERVIDE 1:40 SJONHEM
M-1989-1337;BèTELS 1:4 MéSTERBY
M-1989-1339;HAKUSE 1:13 SANDA
M-1989-1341;GUTENVIKS 1:41 ôSTERGARN
M-1989-1342;SUDERBYS 1:24 HEJDEBY
M-1989-1343;BURGE 1:106 LUMMELUNDA
M-1989-1345;KAUPARVE 2:1 HEJDE
M-1989-1346;LILLA KLINTEGèRDA 1:25 1:34 1:
M-1989-1353;ôSTERBY 1:44 1:170 1:195 SLIT
M-1989-1354;SPENARVE 1:15 HAVDHEM
M-1989-1355;MAGNUSE 1:19 LEVIDE
M-1989-1356;LUNDS 2:11 VéSTERHEJDE
M-1989-1357;ROSENDAHL 1:32 FOLLINGBO
M-1989-1358;STORA MAFRIDS 1:43 DEL AV VéS
M-1989-1359;DEL AV SMIDE 1:2 VéTE
M-1989-1360;KLINTE 1:21 GAMMELGARN
M-1989-1361;FRIGSARVE 1:17 STèNGA
M-1989-1362;GUTENVIKS 1:42 ôSTERGARN
M-1989-1363;ROBBJéNS 1:32 KLINTE
M-1989-1364;LOTSJORDEN 1:1 ARDRE
M-1989-1365;LILLA BJéRTS 4:7 LéRBRO
M-1989-1367;VIVLINGS 1:22 HELLVI
M-1989-1368;STORA MICKELGèRDS 1:7 VéSKIND
M-1989-1369;SORBY 1:39 STENKYRKA
M-1989-1370;NYSTUGU 1:3 FèRô
M-1989-1371;UNGHANSE 1:90 ESKELHEM
M-1989-1372;PRéSTGèRDEN 1:78 LéRBRO
M-1989-1373;RUTE 1:2 RUTE
M-1989-1374;RUTE 1:2 RUTE
M-1989-1375;LINDE ANNEX 1:1 LINDE
M-1989-1376;DUCKER 1:58 BUNGE
M-1989-1377;TAKSTENENS STORA 2:2 LéRBRO
M-1989-1378;TIBBLES 3:1 HANGVAR
M-1989-1379;ALBY 1:14 RUTE
M-1989-1380;TALINGS 1:7 M FL RUTE
M-1989-1381;SIGAJVS 1:16 RUTE
M-1989-1382;FURILDEN 1:1 RUTE
M-1989-1383;HANGRE 1:16 GOTHEM
M-1989-1384;UPPEGèRDS 1:8 LéRBRO
M-1989-1385;UTOJE 1:8 FLERINGE
M-1989-1386;ALVANS 1:44 RUTE
M-1989-1387;BUNGE ANNEX 1:1 BUNGE
M-1989-1388;DUCKER 1:61 BUNGE
M-1989-1389;ôSTERBY 1:229 OTHEM
M-1989-1390;ôSTERBY 1:229 OTHEM
M-1989-1391;BANNE LILLA 1:20 LéRBRO
M-1989-1392;NORRBYS 2:1 LéRBRO
M-1989-1393;BLéSNUNGS ST 1:72 (AVST FRèN)
M-1989-1394;MALMS 2:1 HELLVI
M-1989-1395;TJENGDARVE 1:12 HEMSE
M-1989-1400;BROA 1:80 FèRô
M-1989-1401;BROA 1:30 (1:80) FèRô
M-1989-1403;SUDERBYS 1:23 ANGA
M-1989-1404;KéLLUNGS 1:51 HELLVI
M-1989-1405;HAKUSE 1:13 SANDA
M-1989-1408;KROKSTéDE 1:205 TOFTA
M-1989-1409;SKRUBBS 1:25 VISBY
M-1989-1410;FRIGGARS 1:14 FèRô
M-1989-1417;VIBBLE 1:231 VéSTERHEJDE
M-1989-1423;SANDEGèRDA 1:28 O 1:35 SANDA
M-1989-1425;VéSTLANDS 1:16 VAMLINGBO
M-1989-1426;UNSARVE 1:10 HALLA S:N
M-1989-1427;BUSARVE 1:36 ROMA
M-1989-1428;HULTUNGS 1:6 B BURGE
M-1989-1429;NYGèRDS 1:273 VéSTERHEJDE
M-1989-1430;KLINTE 1:21 GAMMELGARN
M-1989-1431;STORA MICKELGèRDS 1:7 VéSKIND
M-1989-1433;LARSARVE 1:13 ROMA
M-1989-1435;GASMORA LILLA 1:15 LANSA 1:26
M-1989-1436;SVENS 1:16 FèRô
M-1989-1441;STENGèRDE 1:16 TOFTA
M-1989-1442;NYGèRDS 1:19 VéSTERHEJDE
M-1989-1443;LERA 1:29 ENDRE
M-1989-1448;BOSARVE 1:45 STèNGA
M-1989-1451;NYGèRDS 1:353 VéSTERHEJDE
M-1989-1452;SALLMUNDS 1:56 VéNGE
M-1989-1453;NYGèRDS 1:165 VéSTERHEJDE
M-1989-1454;NYGèRDS 1:165 VéSTERHEJDE
M-1989-1457;TUMMUNGS 1:41 GOTHEM
M-1989-1461;GANDARVE 1:88 DEL AV VéNGE
M-1989-1463;FRIGGES 1:11 HEMSE
M-1989-1464;FARDUME 1:26 VALLEVIKEN
M-1989-1466;TIPPSARVE 1:13 HEJDE
M-1989-1468;LAUTERS 1:16 FèRô
M-1989-1471;LANGA 1:21 FèRô
M-1989-1473;GROSNEL 1:7 LOKRUME
M-1989-1474;NYGèRDS 1:78 DEL AV VéSTERHEJ
M-1989-1475;VIKE 1:25 BOGE
M-1989-1476;ôSTERGARN S:4 SAMFéLLIGHETEN
M-1989-1477;KROKSTéDE 1:177 TOFTA
M-1989-1479;GAJBJéNNE 1:22 BURS
M-1989-1480;MôLNER 1:40 FèRô
M-1989-1481;NYGèRDS 1:78 DEL AV VéSTERHEJ
M-1989-1483;UNSARVE 1:10 HALLA
M-1989-1484;SUTARVE 1:17 KRéKLINGBO
M-1989-1485;RANGVALDS 1:16 1:17 HAVDHEM
M-1989-1488;SKéR 1:6 FèRô
M-1989-1492;KAUPUNGS 1:16 ôSTERGARN
M-1989-1494;KROKSTéDE 1:115 TOFTA
M-1989-1495;BURGE 1:107 LUMMELUNDA
M-1989-1496;S:T LARS 5 VISBY
M-1989-1497;BERTLES 1:13 (DEL AV) STENKUML
M-1989-1498;HALLDINGS 1:16 HEMSE
M-1989-1500;ALSARVE 1:39 ARDRE
M-1989-1509;S:T HANSGATAN 33 VISBY
M-1989-1510;LERA 1:24 ENDRE
M-1989-1512;HALLUTE 1:69 ARDRE
M-1989-1513;ROMAKLOSTER 1:182 ROMA
M-1989-1514;VIBBLE 1:147 VéSTERHEJDE
M-1989-1516;KVIUNGS 1:17 (AVST FRèN) STEN
M-1989-1517;KVIUNGS 1:17 (AVST FRèN) STEN
M-1989-1519;GAJRVIDE ST 3:1 GOTHEM
M-1989-1521;MULDE 1:11 M FL FRôJEL
M-1989-1522;KVARNE 1:24 ESKELHEM
M-1989-1523;GARTARVE 1:43 GAMMELGARN
M-1989-1524;KAUPUNGS 1:5 ôSTERGARN
M-1989-1525;BôLSKE 1:19 (DEL AV) EKE
M-1989-1526;AUSTRE 1:41 VAMLINGBO
M-1989-1527;AUSTRE 1:41 VAMLINGBO
M-1989-1528;SéLLE 1:6 FRôJEL
M-1989-1529;SéLLE 1:6 FRôJEL
M-1989-1530;SKOGBY 4:10 GAMMELGARN
M-1989-1531;SKOGBY 4:10 GAMMELGARN
M-1989-1532;STORA VELLER 1:34 (DEL AV) RO
M-1989-1533;STORA VELLER 1:34 (DEL AV) RO
M-1989-1534;BURGE 1:86 LUMMELUNDA
M-1989-1535;SKOGS 2:1 (AVST FRèN) VALL
M-1989-1536;SKOGS 2:1 (AVS FR) VALL
M-1989-1539;NYGèRDS 1:255 VéSTERHEJDE
M-1989-1543;HAGELHEIM 1:13 GULDRUPE
M-1989-1544;FRIDE 2:1 GAMMELGARN
M-1989-1545;LAUTERS 1:17 FèRô
M-1989-1547;SMISSARVE 1:11 RONE
M-1989-1548;VARPLôSE 1:19 BJôRKE
M-1989-1552;SUDERGèRDE 1:71 HELLVI
M-1989-1553;HALL 1:10 HALL
M-1989-1554;BUTLEK 3:1 FèRô
M-1989-1555;SVENS 1:13 FèRô
M-1989-1556;STUX 1:174 BUNGE
M-1989-1557;PRéSTGèRDEN 1:9 LéRBRO
M-1989-1558;STRANDRIDDAREGèRD 1:20 OTHEM
M-1989-1559;STRANDS 9:2 KLINTEHAMN
M-1989-1561;EKESE 1:21 LJUGARN
M-1989-1563;ROMAKLOSTER 1:182 ROMAKLOSTER
M-1989-1565;KULDE 1:41 GARDA
M-1989-1566;HEMMOR 1:17 LAU
M-1989-1568;SUDERBYS 1:8 HEJDEBY
M-1989-1569;SKRADARVE 1:5 GRôTLINGBO
M-1989-1570;KROKSTéDE 1:177 TOFTA
M-1989-1572;ALLEKVIA 1:19 VALLSTENA
M-1989-1573;MôLNOR 1:38 FèRô
