Diarienummer;Sökbegrepp;Fastighet;Fnr
M-1993-1776;HÄGUR 1:4 OCH 1:5 FRÖJEL;;
M-1992-1583;HÄGUR 1:48 (DEL AV) BUNGE;;
M-1992-1637;HÄGUR 1:48 (DEL AV) BUNGE;;
M-1991-1386;HÄGVALDS 1.24 VÄNGE;;
M-1993-1195;HÄGVALDS 1.24 VÄNGE;;
M-1994-459;HÄGVALDS 5:1 VALLSTENA/BN 945026;;
M-1994-1011;HÄGVALDS LINDE;;
M-1990-1654;HÄGVALDS VÄNGE;;
M-1993-2054;HÄLGE STENKYRKA;;
M-1991-551;HÄLLARNA OCH VISBORGS SLÄTT V;;
M-1995-2121;HÄLLEBO CAFE & KIOSK;;
M-1994-1577;HÄLLEBO CAFÉ & KIOSK;;
M-1997-1680;HÄLLEBO CAFÉ & KIOSK;;
M-1989-1142;HÄLLEBO CAFE & KIOSK HB;;
M-1990-1997;HÄLLEBO CAFÉ & KISOK HB;;
M-1995-2744;HÄLLEBO CAFE OCH KIOSK;;
M-1995-2650;HÄLLEBO CAFE OCH KIOSK RONEHAMN;;
M-1991-1667;HÄSSLE 1:6 1:9 ÖSTERGARN;;
MHN-2018-3901;Hästar på strand;;
M-1994-24;HÄSTGATAN VISBY;;
M-1994-369;HÄSTGATAN VISBY;;
M-1995-1819;HÄSTNÄS;;
M-1995-1838;HÄSTNÄS;;
M-1989-2357;HÄSTNÄS STG 1334 VISBY;;
M-1995-1892;HÄSTNÄS VISBY;;
M-1995-2356;HÄSTNÄS VISBY;;
M-1995-2771;HÖGSKOLANS RESTAURANG VISBY;;
M-1994-1869;HÖGÅRDEN 1:1 HAMRA ÄNG 1:1 HAMRA;;
M-1993-286;HÖRSNE;;
M-1994-209;HÖRSNE;;
M-1994-602;HÖRSNE;;
M-1994-2569;HÖRSNE;;
M-1996-2972;HÖRSNE;;
M-1997-1772;HÖRSNE;;
M-1997-2634;HÖRSNE;;
M-1998-348;HÖRSNE;;
M-1998-2662;HÖRSNE;;
M-1999-2454;HÖRSNE;;
M-2000-3407;HÖRSNE BARA;;
M-1996-2051;HÖRSNE DIBJÄRS 1:23 1:13;;
M-1989-2226;HÖRSNE SKOLA;;
M-2010-1;HÖRSNE SMISS 1:67, 1:75 , 1:76;;
M-1995-2118;HÖRSNE STAX FÖRE SKOLAN MITT ISAMHÄLLET;;
M-1994-109;HÖSTGÄRDE 1:1 EKEBY/BN 940017;;
M-1990-2100;I V ODINS STIFTELSE;;
M-1989-978;I V ODINS STIFTELSE TVÄTT OCH;;
M-1990-2291;ICA ARKEN VSIBY;;
M-1995-2506;ICA ATTERDAGS VISBY;;
M-1992-483;ICA GNISTEN;;
M-1995-2345;ICA KOMETEN VISBY;;
M-1990-2352;ICA MATMÄSTAREN VISBY;;
M-1989-2676;ICA MATMÄSTAR'N TERRA NOVA V;;
M-1995-2651;ICA MATMÄSTARN VISBY;;
M-1991-178;ICA MATMÄSTAR'N VISBY;;
M-1995-2347;ICA PARTIHANDEL ÖST AB;;
M-1993-291;ICA PARTIHANDEL ÖST VISBY;;
M-1990-9;ICA ÖSTERHALLEN;;
M-1991-220;ICA-ARKEN VISBY;;
M-1994-805;IHRE 1:189 HANGVAR/BN 940319;;
M-1989-2594;IHRE GÅRDS CAFÉ HANGVAR;;
M-1995-1573;IHRE ST L:A 1:33;;
M-1995-1676;IHRE ST L:A 1:33 HANGVAR;;
M-1994-431;IHRE ST. HELLVI;;
M-1991-234;IHREBADENS SERVERING;;
M-1991-456;IHREBADENS SERVERING;;
M-1992-249;INGVAR HALLGRENS FISK;;
M-1990-770;INGVARDS 1.88 TRÄKUMLA;;
M-1990-771;INGVARDS 1.88 TRÄKUMLA;;
M-1990-991;INGVARDS 1:41 (DEL AV) TRÄKUM;;
M-1989-2000;INGVARDS 1:59 - 1:60 TRÄKUMLA;;
M-1996-2255;IRE;;
M-1994-1205;IRE 1:189 (D A) HANGVAR;;
M-1994-1520;IRE 1:82 (IREVIKEN) RUTE;;
M-1993-547;IRE 1:85 IRE 1:86 HANGVAR;;
M-1990-856;IRE 1:98 1:105 HANGVAR;;
M-1994-1406;IRE KVARN HANGVAR;;
M-1994-625;IRE L:A 1:12 HELLVI;;
M-1993-890;IRE L:A 1:12 OCH 1:13 HELLVI;;
M-1989-752;IRE L:A HELLVI;;
M-1991-759;ISGROTTAN ADELSG. VISBY;;
M-1989-172;ISGROTTAN VISBY;;
M-1990-1568;ISGROTTAN VISBY;;
M-1991-827;ISGROTTAN VISBY;;
M-1998-703;ISUMS ATLINGBO;;
M-1991-785;JACOB DUBBE REST VISBY;;
M-1990-1365;JACOB DUBBE VISBY;;
M-1990-2077;JACOB DUBBE VISBY;;
M-1990-1648;JACOB GRÅBERGS PLATS HEMSE;;
M-1991-547;JACOBSSONS RÖKERI GAMMELGARN;;
M-1993-1439;JAKOBS 1:43 EKSTA 93.637;;
M-1991-154;JAKSARVE 2:1 1:16 RONE;;
M-1994-2028;JAKSARVE RONE;;
M-1995-2399;JAN MALMQVIST-GRANSTIGEN KLINTEHAMN;;
M-1990-1013;JERNVÄGSCAFEET DALHEM;;
M-1995-2471;JULMARKNAD SÖDERTORG VISBY;;
M-1995-2445;JULSKYLTNINGEN;;
M-1994-2545;JUNGMANNEN KLINTE;;
M-1993-953;JUNGMANSGATAN 121 3TR;;
M-1994-39;JUNGMANSGATAN VISBY;;
M-1990-1855;JUVELBAGERIET VISBY;;
M-1993-315;JUVES 1:21 (DEL AV) SANDA;;
M-1993-316;JUVES 1:21 (DEL AV) SANDA;;
M-1994-360;JÄRNVÄGEN (DEL AV) VISBY;;
M-1991-677;JÄRNVÄGSCAFÉET DALHEM;;
M-1989-1178;JÄRNÅLDERSGATAN I SJONHEM;;
M-1991-238;JÄRVÄGSCAFÉET DALHEM;;
M-1994-328;JÖNKÖPING;;
M-1997-2837;JÖNKÖPING;;
M-1991-435;KA-3 FÅRÖSUND;;
M-1991-1968;KAFÉ MINAN VISBY;;
M-1994-1179;KAJLUNGS 1:15 LÄRBRO/BN 940332;;
M-1989-2353;KAKELUGNSMAKAREN 3 OCH 4 VISB;;
M-1993-1518;KALBJERGA 1:12 FÅRÖ 930676;;
M-1995-176;KALKONEN 12 HEMSE/BN 941098;;
M-1989-1511;KALKONEN HEMSE;;
M-1990-1912;KALKPRODUKTION STORUNGS AB LÄ;;
M-1993-467;KALMAR;;
M-1994-1946;KALVSKINNET 3 VISBY/BN 940753;;
M-1993-1069;KALVSKINNET VISBY;;
M-1990-406;KALVSKINNHUSET 1 (CAFÉ KALVSK);;
M-1995-2681;KAMBS 1:83 (1:21) LUMMELUNDA;;
M-1994-1687;KANONEN 1 4 VISBY;;
M-1994-2576;KANONEN 1 O 4 VISBY;;
M-1993-733;KANONEN 1 OCH 4 VISBY;;
M-1992-1987;KANONEN VISBY;;
M-1993-1882;KAPLANEN VISBY;;
M-1989-1490;KAPPELSHAMN;;
M-1990-1690;KAPPELSHAMN;;
M-1997-235;KAPPELSHAMN;;
M-1997-1434;KAPPELSHAMN;;
M-1999-2502;KAPPELSHAMN;;
M-2008-3954;KAPPELSHAMN;;
M-1996-1234;KAPPELSHAMN AVLOPPSR VERK;;
M-1991-1354;KAPPELSHAMN AVLOPPSRENINGSVERK;;
M-1991-658;KAPPELSHAMNS AFFÄR LÄRBRO;;
M-1995-718;KAPPELSHAMNS AVLOPPSR VERK;;
M-1994-675;KAPPELSHAMNS AVLOPPSRENINGSVERK;;
M-1995-2176;KAPPELSHAMNS FOLKETS HUS;;
M-1999-2220;KAPPELSHAMNS HAMN;;
M-1991-580;KAPPELSHAMNS RENINGSVERK;;
M-1991-213;KAPPELSHAMNS SAMHÄLLE;;
M-1997-1012;KAPPELSHAMS AVLOPPSRENINGSVERK;;
M-1993-1928;KARLBJÄRGA 1:15 FÅRÖ/BN 930893;;
M-1998-3246;KARLSÖ STORA;;
M-1991-1904;KATRINELUND;;
M-1990-1280;KATTHAMMARS 1:17 GUTENVIKS 1:;;
M-1995-857;KATTHAMMARS 1:17 ÖSTERGARN BN:950330;;
M-1994-871;KATTHAMMARS 1:17 ÖSTERGARN/BN 940336;;
M-1995-486;KATTHAMMARSVIK;;
M-1995-1978;KATTHAMMARSVIK;;
M-1999-1880;KATTHAMMARSVIK;;
M-1995-229;KATTHAMMARSVIK 2:2 ÖVSTERGARN BN:950080;;
M-1996-1235;KATTHAMMARSVIK AVLOPPSR VERK;;
M-1993-393;KATTHAMMARSVIK RÖKERI ÖSTERGARN;;
M-1991-906;KATTHAMMARSVIK ÖSTERGARN;;
M-1997-1950;KATTHAMMARSVIK ÖSTERTRÄFFEN;;
M-1995-717;KATTHAMMARSVIKS AVLOPPSR VERK;;
M-1997-1013;KATTHAMMARSVIKS AVLOPPSRENINGS;;
M-1994-676;KATTHAMMARSVIKS AVLOPPSRENINGSVERK;;
M-1990-1567;KATTHAMMARSVIKS RÖKERI LJUGAR;;
M-1993-71;KATTHAMMARSVIKS VATTENVERK;;
M-1990-1820;KATTHAMRA GÅRD LJUGARN;;
M-1990-1831;KATTHAMRA GÅRD LJUGARN;;
M-1993-1889;KATTLUNDS 1:32 GRÖTLINGBO/BN 930872;;
M-1998-1671;KATTVIK;;
M-1992-1371;KAUNGS 1:22 VÄSKINDE (DEL AV);;
M-1990-543;KAUNGS 4:4 4:6-4:8 VÄSKINDE;;
M-1993-1723;KAUPARVE 1:26/D A GRÖTLINGBO/BN 930763;;
M-1994-687;KAUPARVE 1:32/1:21/1:29/1:7 ALVA;;
M-1990-1217;KAUPUNGS 1:5 (AVST FR) ÖSTERG;;
M-1994-1843;KDS VISBY;;
M-1990-2371;KEGES STORKÖK AB BROVÄG 23 V;;
M-1990-2500;KEGES STORKÖP AB VISBY;;
M-1994-355;KEGES VISBY;;
M-1995-2370;KEGES VISBY;;
M-1995-2659;KENT NORDSTRÖM GATUKÖK;;
M-1995-2520;KF STYCKNINGSCENTRAL VISBY;;
M-1995-1177;KILÅKERN OTHEM;;
M-1990-104;KINNER 1:37 1:96 LUMMELUNDA;;
M-1990-105;KINNER 1:37 1:96 LUMMELUNDA;;
M-1991-197;KINNER 1:70 (DEL AV) LUMMELUN;;
M-1991-598;KINNER 1:70 (DEL AV) LUMMELUN;;
M-1991-169;KINNER 1:70 (DEL AV) LUMMELUND;;
M-1994-519;KINNER 1:70 LUMMELUNDA/BN 940186;;
M-1991-970;KINNER 1:81 1:82 LUMMELUNDA;;
M-1993-1331;KINNER 1:87 LUMMELUNDA 93.590;;
M-1989-1186;KINNERSTUGAN LUMMELUNDA;;
M-1990-2476;KIOSK ADELSG JULSKYLTNING;;
M-1989-841;KISSLINGS 1:2 (DEL AV) FOLE;;
M-1995-1865;KITTELFLICKAREN VISBY;;
M-1989-550;KK;;
M-1990-1669;KK;;
M-1995-1708;KLASEN;;
M-1991-2021;KLINE DAGCENTER;;
M-1997-2376;KLINE GOTLANDSFLIS;;
M-1998-1363;KLINE SICKLINGS ODVALLS;;
M-1994-1839;KLINTE;;
M-1994-1868;KLINTE;;
M-1994-2188;KLINTE;;
M-1994-2200;KLINTE;;
M-1994-2241;KLINTE;;
M-1995-19;KLINTE;;
M-1995-62;KLINTE;;
M-1995-1477;KLINTE;;
M-1995-1531;KLINTE;;
M-1995-1533;KLINTE;;
M-1995-1544;KLINTE;;
M-1995-1574;KLINTE;;
M-1995-1579;KLINTE;;
M-1995-1592;KLINTE;;
M-1995-1827;KLINTE;;
M-1996-48;KLINTE;;
M-1996-132;KLINTE;;
M-1996-417;KLINTE;;
M-1996-1789;KLINTE;;
M-1996-2144;KLINTE;;
M-1997-943;KLINTE;;
M-1997-1558;KLINTE;;
M-1997-2378;KLINTE;;
M-1997-2452;KLINTE;;
M-1997-2588;KLINTE;;
M-1997-2604;KLINTE;;
M-1997-2610;KLINTE;;
M-1997-3089;KLINTE;;
M-1998-1545;KLINTE;;
M-1998-1776;KLINTE;;
M-1998-2763;KLINTE;;
M-1998-2873;KLINTE;;
M-1999-40;KLINTE;;
M-1999-1841;KLINTE;;
M-1999-1864;KLINTE;;
M-1999-1983;KLINTE;;
M-1999-2093;KLINTE;;
M-1999-2286;KLINTE;;
M-1999-2649;KLINTE;;
M-1999-2698;KLINTE;;
M-1999-2754;KLINTE;;
M-1999-2756;KLINTE;;
M-2000-1364;KLINTE;;
M-2000-1463;KLINTE;;
M-2000-17;KLINTE;;
M-2000-3568;KLINTE;;
M-2000-3572;KLINTE;;
M-2000-468;KLINTE;;
M-2000-662;KLINTE;;
M-2010-1500;KLINTE;;
M-1994-1696;KLINTE 1:36 1:54 FOLLINGBO;;
M-1992-567;KLINTE 1:37 - 1:39 BOGE;;
M-1989-988;KLINTE 1:40 - 1:42 GAMMELGARN;;
M-1989-1729;KLINTE 1:40 1:70 FOLLINGBO;;
M-1990-1433;KLINTE 1:44 (TOMT 48 GRYNGE);;
M-1990-909;KLINTE 1:44 1:70 FOLLINGBO;;
M-1990-1879;KLINTE 1:58 GAMMELGARN (GRYNG;;
M-1993-289;KLINTE 1:77 OCH 1:90 FOLLINGBO;;
M-1989-666;KLINTE BOGE;;
M-1992-981;KLINTE BÅTBYGGERI;;
M-2000-657;KLINTE FOODMARK;;
M-1995-1224;KLINTE HAMNEN;;
M-1999-1962;KLINTE HAMNEN;;
M-1999-2674;KLINTE KLAUSE 1:24 & 1:66;;
M-1996-2355;"KLINTE KLAUSE 1;18";;
M-1997-2331;KLINTE KLINTE S:43/BN 950466;;
M-1998-1896;KLINTE KLINTE S43;;
M-2000-1042;KLINTE KLINTEBYS 3:1 1:4;;
M-1999-2765;KLINTE KLINTEHAMNS HAMN;;
M-1999-2379;KLINTE KLINTESKOLANS IDROTTSHALL;;
M-1996-653;KLINTE KRONHOLMEN;;
M-1996-188;KLINTE KUSTVÄGEN N:A 55;;
MHN-2015-1398;KLINTE LILLA SNÖGRINDE;;
M-1989-1862;KLINTE MARKNAD;;
M-1997-2329;KLINTE MULDE 1:6/BN 950464;;
M-1997-2330;KLINTE MULDE 1:6/BN 950465;;
M-1996-873;KLINTE ODVALDS;;
M-1997-757;KLINTE ODVALDS;;
M-2000-2046;KLINTE ODVALDS 1:21 VÄRSÄNDE 1:4, 1:18 OCH 1:22;;
M-2000-2382;KLINTE ODVALDS 1:21 VÄRSÄNDE 1:4, 1:18 OCH 1:22;;
M-1999-2452;KLINTE PENSIONAT WARFSHOLM;;
M-1998-1552;KLINTE PRÄSTGÅRDEN;;
M-2000-926;KLINTE RENINGSVERKET;;
M-2000-815;KLINTE ROBBJÄNS 1:63, STANDS 10:3 & 10:1;;
M-1999-605;KLINTE ROBBJÄNS 1:63, STRANDS 10:3, 10:1;;
M-1995-1217;KLINTE S43 KLINTE;;
M-1995-1256;KLINTE S43 KLINTE;;
M-1998-722;KLINTE SAMMANFÖRING 2596;;
M-2008-3055;KLINTE SICKLINGS 1:18 OCH 1:45;;
M-2000-2135;KLINTE SICKLINGS 1:66 & SICKLINGS 1:37;;
M-1998-1364;KLINTE SICKLINGS ODVALLS VISBY PINJEN 1;;
M-1996-928;KLINTE SKOLGATAN;;
M-1996-2782;KLINTE SNÖGRINDE L:A 1:51;;
M-1998-846;KLINTE STRANDS 10:3 OCH ROBBJÄNS 1:63;;
M-2008-2736;KLINTE VALLE 1:108 OCH 1:176;;
M-2000-2625;KLINTE VALLE 1:218 OCH HABLINGBO MICKELS 1:32;;
M-2000-1971;KLINTE VALLE 1:45 OCH 1:114;;
M-2000-3269;KLINTE VALLE 1:71, 1:163;;
M-1997-2553;KLINTE VERKSTADSGATAN;;
M-1992-336;KLINTEBYS AB;;
M-1991-163;KLINTEGÅRDA 1:45 (DEL AV) VÄS;;
M-1994-2372;KLINTEGÅRDA L:A 1:14 VÄSKINDE;;
M-1994-2249;KLINTEGÅRDA L:A 1:14 VÄSKINDE/BN 940908;;
M-1991-1684;KLINTEGÅRDA L:A 1:25 VÄSKINDE;;
M-1991-19;KLINTEGÅRDA L:A 1:40 VÄSKINDE;;
M-1992-164;KLINTEGÅRDA L:A 1:45 D A VÄSKI;;
M-1992-449;KLINTEGÅRDA L:A 1:45 VÄSKINDE;;
M-1991-394;KLINTEGÅRDA L:A 1:47 VÄSKINDE;;
M-1991-479;KLINTEGÅRDA L:A 1:47 VÄSKINDE;;
M-1995-638;KLINTEGÅRDA ST 6:1 7:1 M FL LUMMELUNDA;;
M-1994-293;KLINTEHAMN;;
M-1994-295;KLINTEHAMN;;
M-1994-543;KLINTEHAMN;;
M-1994-1041;KLINTEHAMN;;
M-1994-1098;KLINTEHAMN;;
M-1994-1872;KLINTEHAMN;;
M-1994-1878;KLINTEHAMN;;
M-1994-1933;KLINTEHAMN;;
M-1994-2238;KLINTEHAMN;;
M-1995-63;KLINTEHAMN;;
M-1995-993;KLINTEHAMN;;
M-1995-994;KLINTEHAMN;;
M-1996-2958;KLINTEHAMN;;
M-1997-694;KLINTEHAMN;;
M-1997-739;KLINTEHAMN;;
M-1997-1190;KLINTEHAMN;;
M-1997-2244;KLINTEHAMN;;
M-1997-2280;KLINTEHAMN;;
M-1997-2377;KLINTEHAMN;;
M-1997-2717;KLINTEHAMN;;
M-1997-2745;KLINTEHAMN;;
M-1997-3139;KLINTEHAMN;;
M-1998-1572;KLINTEHAMN;;
M-1998-1699;KLINTEHAMN;;
M-1998-2451;KLINTEHAMN;;
M-1998-2944;KLINTEHAMN;;
M-2000-3532;KLINTEHAMN;;
M-2010-1450;KLINTEHAMN;;
M-1999-1995;KLINTEHAMN & HEMSE;;
M-1997-1856;KLINTEHAMN CAFÉ SKANSEN;;
M-1998-731;KLINTEHAMN FARBROR BLÅ;;
M-1997-2608;KLINTEHAMN GOTLANDSFLIS AB;;
M-1999-451;KLINTEHAMN GOTLANDSFLIS AB;;
M-1997-1869;KLINTEHAMN I V ODINS STIFTELSE;;
M-1999-701;KLINTEHAMN KLINTEBYS 3:1 KLINTEBYS 1:4;;
M-1997-1852;KLINTEHAMN KONSUM;;
M-1996-2656;KLINTEHAMN KUSKSTATIONEN;;
M-1997-1545;KLINTEHAMN KUSKSTATIONEN;;
M-1998-2757;KLINTEHAMN PENSIONAT WARFSHOLM;;
M-1997-3148;KLINTEHAMN RANNARVE 1:33 1:14;;
M-1997-1147;KLINTEHAMN REST FARBROR BLÅ;;
M-1998-3116;KLINTEHAMN STORA KARLSÖ;;
M-1999-1337;KLINTEHAMN STORA KARLSÖ REST & KONF;;
M-1997-1447;KLINTEHAMN SVARVARE 1.8;;
M-1999-448;KLINTEHAMN VALLE 1:35/1:171;;
M-1997-2052;KLINTEHAMN-GRANKULLAVIK;;
M-1998-933;KLINTEHAMNS AVLOPPSRENINGSVERK;;
M-1999-461;KLINTEHAMNS AVLOPPSRENINGSVERK;;
M-1994-107;KLINTEHAMNS HAMN;;
M-1990-1016;KLINTEHAMNS HAMN KLINTE;;
M-1990-1197;KLINTHAGEN LÄRBRO;;
M-1991-106;KLINTS 1:22 (DEL AV) GAMMELGA;;
M-1990-2433;KLOSTERBRUNNENS MAT & CAFÉ RO;;
M-1991-67;KLOSTERBRUNNENS MAT O CAFÉ;;
M-2009-2803;KLRÄKLINGBO BYGDEGÅRD;;
M-1991-1760;KLUBBSVAMPEN VISBY;;
M-1994-1229;KLÖVERN 2,3 OCH 4 VISBY;;
M-1995-2627;KNEIPPBYN;;
M-1990-1571;KNEIPPBYN AB VISBY;;
M-1991-1965;KNEIPPBYN YGNEOMRÅDET;;
M-1990-1448;KNEIPPBYNS LIVS VÄSTERHEJDE;;
M-1993-481;KNÄPPSTORP MÄSTERBY;;
M-1991-120;KOKSLAGRET;;
M-1990-2078;KOKSLAGRET (KORSGATAN 6 VISB;;
M-1991-771;KOKSLAGRET RESTAURANG VISBY;;
M-1991-123;KOMMUNALA FASTIGHETER;;
M-1989-551;KOMMUNST AU;;
M-1989-1562;KOMPASSEN VISBY;;
M-1995-134;KOMPASSEN VISBY;;
M-1995-2342;KOMPASSEN VISBY;;
M-1989-110;KONDITóRI KLINTEHAMN;;
M-1990-1254;KONDITORI SIESTA O NORRGATT V;;
M-1990-1253;KONDITORI SIESTA VISBY;;
M-1990-1599;KONST O HANTVERKSHUSET;;
M-1991-141;KONSTNÄRSGÅRDEN ALA;;
M-1993-353;KONSULT- OCH SERVICEKONTORET VISBY;;
M-1995-2635;KONSUM KLINTEHAMN;;
M-1990-1600;KONSUM MATCENTRUM;;
M-1995-2124;KONSUM SVENS;;
M-1989-2473;KONSUMHALLEN KLINTEHAMN;;
M-1995-243;KOPARVE LAU;;
M-1991-1171;KOPPARSLAGAREN VISBY;;
M-1994-1237;KOPPARSVIK;;
M-1992-502;KOPPARSVIK VISBY;;
M-1994-725;KOPPARSVIK VISBY;;
M-1994-1666;KOPPARSVIK VISBY;;
M-1994-115;KORGMAKARGATAN VISBY;;
M-1994-141;KORGMAKARGATAN VISBY;;
M-1990-1985;KORS & TVÄRS VISBY (F D LUNKA;;
M-1993-911;KORS OCH TVÄRS VISBY;;
M-1990-2372;KORSBY KROG HAVDHEM;;
M-1994-373;KORSGATAN VISBY;;
M-1990-1526;KRAFTVÄRMESTATION VISBY;;
M-1994-494;KRAKSTÄDE BURS;;
M-1990-1752;KRASSE 1.35 GULDRUPE;;
M-1995-2392;KRASSE GULDRUPE;;
M-1990-22;KRIMINALVÅRDSANSTALTEN LÄRBRO;;
M-1990-999;KRIMINALVÅRDSANSTALTEN VISBY;;
M-1994-1943;KROKS 1:135 TOFTA/BN 940719;;
M-1989-1013;KROKS 1:197-1:205 TOFTA;;
M-1993-1530;KROKS 1:33 KROKSTÄDE O 1:51 TOFTA;;
M-1993-531;KROKS 1:33/1:51 TOFTA;;
M-1993-1707;KROKS 1:78 TOFTA /BN 930767;;
M-1992-1268;KROKS 1:92 1:119 TOFTA;;
M-1991-467;KROKS 3:1 SMÅGÅRDE 1:6 TOFTA;;
M-1995-1710;KROKS TOFTA;;
M-1990-1456;KROKSTÄDE 1.24 TOFTA;;
M-1989-2293;KROKSTÄDE 1:122 (DEL AV) TOFT;;
M-1994-568;KROKSTÄDE 1:15 TOFTA/BN 940206;;
M-1994-2528;KROKSTÄDE 1:273 TOFTA/BN 941040;;
M-1990-1501;KROKSTÄDE 1:292 1:290 TOFTA;;
M-1990-702;KROKSTÄDE 1:36 (TOMT 53) TOF;;
M-1995-116;KROKSTÄDE 1:93 TOFTA/BN 950029;;
M-1989-1024;KROKSTÄDE 2:18 O 2:19 TOFTA;;
M-1992-862;KROKSTÄDE TOFTA;;
M-1990-1702;KROKSTÄDE TOFTA MARGUS HEMSL;;
M-1993-1791;KRONHAGEN 3:2 BUNGE/BN 930813;;
M-1993-277;KRONHOLMEN;;
M-1993-1825;KRONHOLMEN 1:3 VÄSTERGARN/BN 930836;;
M-1994-1507;KRONHOLMEN VÄSTERGARN;;
M-1991-885;KRONHOLMENS GOLFBANA VSTERGAR;;
M-1990-2507;KRUSE ALVA;;
M-1995-1155;KRUSE L:A 1:39 ALVA;;
M-1991-1806;KRUSE L:A 1:8 ALVA;;
M-1992-329;KRUSE L:A 1:9 ALVA;;
M-1991-1666;KRUSE ST 1:24 1:42 ALVA;;
M-1996-1913;KRYDDAN CAFÉ O REST;;
M-1995-553;KRÅKAN;;
M-1994-489;KRÄKLINGBO;;
M-1995-205;KRÄKLINGBO;;
M-1995-1918;KRÄKLINGBO;;
M-1997-1720;KRÄKLINGBO;;
M-1998-2501;KRÄKLINGBO;;
M-1999-2722;KRÄKLINGBO;;
M-2000-3231;KRÄKLINGBO;;
M-1997-2272;KRÄKLINGBO BYGDEGÅRDSMARKNAD;;
M-1996-3064;KRÄKLINGBO HVITFELDER;;
M-2000-2991;KRÄKLINGBO MARKNAD;;
M-1993-1798;KSK;;
M-1994-624;KSK VISBY;;
M-1994-1845;KSK VISBY;;
M-1994-1851;KSK VISBY;;
M-1990-1121;KUBE 1:10 1:8 STENKUMLA;;
M-1995-595;KULDER;;
M-1995-2602;KULGÅRDEN GOTLAND AB;;
M-1992-902;KULLSHAGE 1:21 1:23 HANGVAR;;
M-1994-1634;KULLSHAGE 1:43 HANGVAR BN 940631;;
M-1989-2674;KULLSHAGE 3:1 1:69 HANGVAR;;
M-1994-1597;KUNGSGÅRDEN ROMA;;
M-1990-2589;KUNGSGÅRDEN ROMA BROE GÅRD H;;
M-1989-2060;KUSE 1:18 + 1:104 VÄSTERHEJDE;;
M-1989-651;KUSE 1:40 (D A) VÄSTERHEJDE;;
M-1989-653;KUSE 1:40 (D A) VÄSTERHEJDE;;
M-1994-1292;KUSE 1:68 1:69 VÄSTERHEJDE;;
M-1995-1385;KUSE VALL;;
M-1995-2138;KUSKSTATIONEN KLINTEHAMN;;
M-1992-1966;KV BRYGGAREN VISBY;;
M-1993-308;KV BUNTMAKAREN TERRA NOVA SKOLAN;;
M-1989-2466;KV DUCKER 1:49 1:50 1:53 BU;;
M-1991-750;KV FABRIKEN 2 VISBY (VERKSTAD;;
M-1989-250;KV FJÄLLSKIVLINGEN VISBY;;
M-1992-1971;KV FRYSEN 1 OCH 3 VISBY;;
M-1989-169;KV FRYSEN VISBY;;
M-1989-2318;KV GELBGJUTAREN KV KITTELFLIC;;
M-1989-457;KV GRÖNSISKAN VISBY;;
M-1990-1345;KV KOPPARSLAGAREN VISBY;;
M-1990-113;KV KORPEN VISBY;;
M-1990-453;KV LYRAN (KOMETENS LIVS) VISB;;
M-1989-2471;KV LÄRKAN 6 HEMSEHALLEN (KONS;;
M-1993-922;KV MASTEN VISBY;;
M-1995-586;KV MELONEN;;
M-1989-116;KV MUNSKÄNKEN (GUTEKÄLLAREN);;
M-1990-722;KV NÄSET OCH GRUNDET SLITE;;
M-1990-1202;KV NÖTSKRIKAN HEMSE;;
M-1989-341;KV PIPDÅNEN VISBY;;
M-1993-1119;KV SKÄRAN VISBY;;
M-1989-1328;KV SKÄRMEN PUCKEN SLITE;;
M-1990-2279;KV STANSEN 2 (SKARPHÄLLSG 8);;
M-1990-1808;KV STENHUGGAREN MM VISBY (SKR;;
M-1989-1908;KV STENHUGGAREN VISBY;;
M-1990-1901;KV STENHUGGAREN VISBY;;
M-1992-2070;KV STORKEN VISBY;;
M-1991-966;KV SYSTEMET VISBY;;
M-1991-1832;KV TJÄDERN VISBY;;
M-1989-46;KV TOMATEN (BINGEBYOMRÅDET) V;;
M-1992-1145;KV TRASTEN VISBY;;
M-1992-1297;KV TÄRNAN VISBY;;
M-1993-965;KV TÄRNAN VISBY;;
M-1993-1112;KV TÄRNAN VISBY;;
M-1990-857;KV VALNÖTEN VISBY;;
M-1991-753;KV VALNÖTEN VISBY;;
M-1990-407;KV VINKELN 18 (REST TRÄDGÅRN);;
M-1989-1422;KV VÄRMEKRAFTEN VISBY;;
M-1990-2607;KV ÄLGEN M FL ÖSTERCENTRUM VI;;
M-1989-183;KV ÖRNEN TJELVARV VISBY;;
M-1995-386;KV. APAN, VISBY;;
M-1992-969;KV. SYSTEMET VISBY;;
M-1990-938;KV. VAGNMAKAREN VISBY;;
M-1992-293;KV. VITKÅLEN BINGEBY VISBY;;
M-1994-1018;KVARNE;;
M-1990-687;KVARNE 1.24 ESKELHEM;;
M-1995-347;KVARNE 1:36 ESKELHEM/BN 950109;;
M-1990-1740;KVARNE 1:37 1:36 ESKELHEM;;
M-1994-171;KVARNE ESKELHEM;;
M-1989-248;KVARNEN BUTTLE;;
M-1994-144;KVARNÅKERSHAMN;;
M-1995-164;KVARNÅKERSHAMN;;
M-1996-2238;KVARNÅKERSHAMN;;
M-1996-2274;KVARNÅKERSHAMN;;
M-1997-1014;KVARNÅKERSHAMN AVLOPPSRENINGS;;
M-1991-1369;KVARNÅKERSHAMN AVLOPPSRENINGSV;;
M-1992-952;KVARNÅKERSHAMN RENINGSVERK;;
